id,id_equipo,id_tanque,fecha,hora,volumen,temperatura,codigo,baja,vbat1,vbat2,fuel_level_dmm,water_level_dmm,water_volume_lts,tank_site_id
109839,477,1011,2018-08-09,09:01:46,0007065.000,16.2,N1,0,060,290,00008140,00000000,0000.000,2
109840,477,1011,2018-08-09,09:01:46,0007065.000,16.2,V1,0,060,290,00008140,00000000,0000.000,2
109841,477,1010,2018-08-09,09:02:39,0009283.000,13.9,N1,0,065,268,00009972,00000000,0000.000,1
61786,159,179,2018-08-09,09:00:04,0013635.580,17.7,N1,0,060,272,00013751,00000000,0000.000,1
61787,159,187,2018-08-09,09:00:56,0013822.880,16.9,N1,0,060,286,00010228,00000000,0000.000,2
61788,159,187,2018-08-09,09:00:56,0013822.880,16.9,V1,0,060,286,00010228,00000000,0000.000,2
61789,159,187,2018-08-09,09:01:55,0013812.320,16.9,V1,0,060,286,00010222,00000000,0000.000,2
61790,159,187,2018-08-09,09:02:53,0013810.560,16.9,V1,0,060,286,00010221,00000000,0000.000,2
61791,159,187,2018-08-09,09:03:52,0013800.000,16.9,V1,0,060,286,00010215,00000000,0000.000,2
109842,477,1011,2018-08-09,09:02:45,0007053.000,16.3,V1,0,060,290,00008130,00000000,0000.000,2
109843,477,1011,2018-08-09,09:03:43,0007053.000,16.3,V1,0,060,290,00008130,00000000,0000.000,2
109844,477,1011,2018-08-09,09:04:42,0007037.482,16.2,V1,0,060,290,00008117,00000000,0000.000,2
109845,477,1011,2018-08-09,09:05:41,0007036.316,16.3,V1,0,060,290,00008116,00000000,0000.000,2
109846,477,1011,2018-08-09,09:06:40,0007037.482,16.2,V1,0,060,290,00008117,00000000,0000.000,2
109847,477,1011,2018-08-09,09:10:36,0007014.162,16.3,V1,0,060,290,00008097,00000000,0000.000,2
457999,248,429,2018-08-09,08:17:02,0006682.175,15.5,V1,0,066,293,00009462,00000000,00000000,8
458000,248,424,2018-08-09,08:18:46,0004835.320,15.1,V1,0,066,297,00006017,00000000,00000000,3
458001,248,426,2018-08-09,08:19:12,0006799.480,15.5,V1,0,065,321,00007575,00000000,00000000,5
458002,248,422,2018-08-09,08:19:41,0005480.600,13.6,V1,0,025,285,00007782,00000000,00000000,1
458003,248,426,2018-08-09,08:20:11,0006741.720,15.5,V1,0,065,321,00007526,00000000,00000000,5
458004,248,426,2018-08-09,08:21:09,0006688.280,15.5,V1,0,065,321,00007480,00000000,00000000,5
458005,248,430,2018-08-09,08:23:13,0004370.686,12.7,V1,0,060,291,00006551,00000000,00000000,9
458006,248,428,2018-08-09,08:23:19,0006166.400,15.1,V1,0,060,289,00008928,00000000,00000000,7
458007,248,422,2018-08-09,08:23:36,0005454.250,13.6,V1,0,025,285,00007751,00000000,00000000,1
17581,365,771,2018-08-09,08:37:43,0091199.780,2.0,N1,0,064,359,00007795,00000000,0000.000,3
17582,365,771,2018-08-09,08:38:44,0091199.780,2.0,N1,0,064,359,00007795,00000000,0000.000,3
17583,365,771,2018-08-09,08:39:46,0091199.780,2.0,N1,0,064,359,00007795,00000000,0000.000,3
17584,365,771,2018-08-09,08:40:47,0091199.780,2.0,N1,0,064,359,00007795,00000000,0000.000,3
458008,248,424,2018-08-09,08:23:39,0004795.432,15.1,V1,0,066,297,00005980,00000000,00000000,3
458009,248,425,2018-08-09,08:24:19,0006340.500,15.8,V1,0,065,271,00007348,00000000,00000000,4
458010,248,424,2018-08-09,08:27:34,0004741.066,15.1,V1,0,066,297,00005929,00000000,00000000,3
458011,248,426,2018-08-09,08:29:58,0006459.350,15.5,V1,0,065,321,00007281,00000000,00000000,5
458012,248,422,2018-08-09,08:32:25,0005429.000,13.6,V1,0,025,285,00007722,00000000,00000000,1
458013,248,430,2018-08-09,08:33:58,0004325.704,12.8,V1,0,060,291,00006488,00000000,00000000,9
458014,248,423,2018-08-09,08:34:20,0005168.330,13.2,V1,0,060,291,00007439,00000000,00000000,2
458015,248,426,2018-08-09,08:34:51,0006389.494,15.5,V1,0,065,321,00007221,00000000,00000000,5
458016,248,422,2018-08-09,08:35:21,0005400.829,13.6,V1,0,025,285,00007689,00000000,00000000,1
458017,248,426,2018-08-09,08:35:50,0006333.760,15.5,V1,0,065,321,00007173,00000000,00000000,5
458018,248,426,2018-08-09,08:36:49,0006276.920,15.5,V1,0,065,321,00007124,00000000,00000000,5
458019,248,424,2018-08-09,08:37:21,0004449.848,15.1,V1,0,066,297,00005656,00000000,00000000,3
458020,248,430,2018-08-09,08:37:53,0004288.298,12.7,V1,0,060,291,00006438,00000000,00000000,9
458021,248,426,2018-08-09,08:38:46,0006164.560,15.5,V1,0,065,321,00007026,00000000,00000000,5
458022,248,430,2018-08-09,08:39:50,0004242.483,12.7,V1,0,060,291,00006383,00000000,00000000,9
458023,248,424,2018-08-09,08:40:18,0004428.528,15.1,V1,0,066,297,00005636,00000000,00000000,3
458024,248,429,2018-08-09,08:41:30,0006623.600,15.5,V1,0,066,293,00009391,00000000,00000000,8
458025,248,426,2018-08-09,08:41:42,0006073.600,15.5,V1,0,065,321,00006947,00000000,00000000,5
458026,248,423,2018-08-09,08:44:07,0005143.660,13.2,V1,0,060,291,00007410,00000000,00000000,2
458027,248,425,2018-08-09,08:44:51,0006295.740,15.8,V1,0,065,271,00007309,00000000,00000000,4
18345,434,982,2018-08-09,08:50:19,0022857.310,3.2,V1,0,061,291,00017181,00000000,0000.000,1
18346,434,982,2018-08-09,08:51:18,0022840.700,3.2,V1,0,061,292,00017170,00000000,0000.000,1
18347,434,982,2018-08-09,08:52:17,0022839.190,3.2,V1,0,061,291,00017169,00000000,0000.000,1
18348,434,982,2018-08-09,08:53:15,0022840.700,3.2,V1,0,061,291,00017170,00000000,0000.000,1
18349,434,983,2018-08-09,09:01:54,0011002.200,3.5,N1,0,061,291,00011586,00000000,0000.000,2
30780,431,963,2018-08-09,09:02:47,0034224.000,15.3,N1,0,060,292,00020640,00000000,0000.000,1
237024,357,764,2018-08-09,09:06:01,0011689.760,12.4,V1,0,060,348,00011457,00000000,00000000,2
237025,357,767,2018-08-09,09:07:29,0011762.260,13.8,V1,0,060,343,00011389,00000000,00000000,5
17585,365,769,2018-08-09,08:40:50,0000000.000,.0,N1,0,064,362,00000000,00000000,0000.000,1
17586,365,770,2018-08-09,08:40:54,0052482.220,3.0,N1,0,065,360,00004580,00000000,0000.000,2
17587,365,772,2018-08-09,08:40:55,0064527.040,5.0,N1,0,065,360,00006080,00000000,0000.000,4
17588,365,771,2018-08-09,08:41:48,0091199.780,2.0,N1,0,064,359,00007795,00000000,0000.000,3
17589,365,771,2018-08-09,08:42:50,0091199.780,2.0,N1,0,064,359,00007795,00000000,0000.000,3
458028,248,422,2018-08-09,08:46:08,0005360.760,13.6,V1,0,025,285,00007642,00000000,00000000,1
458029,248,425,2018-08-09,08:47:47,0006275.220,15.8,V1,0,065,271,00007291,00000000,00000000,4
458030,248,429,2018-08-09,08:48:21,0006603.500,15.5,V1,0,066,293,00009368,00000000,00000000,8
458031,248,428,2018-08-09,08:51:52,0006122.400,15.1,V1,0,060,288,00008873,00000000,00000000,7
458032,248,430,2018-08-09,08:55:29,0004187.666,12.8,V1,0,060,291,00006316,00000000,00000000,9
458033,248,424,2018-08-09,08:55:57,0004253.050,15.1,V1,0,066,297,00005469,00000000,00000000,3
458034,248,425,2018-08-09,08:58:33,0006242.182,15.8,V1,0,065,270,00007262,00000000,00000000,4
458035,248,429,2018-08-09,08:59:07,0006573.350,15.5,V1,0,066,293,00009334,00000000,00000000,8
458036,248,430,2018-08-09,09:00:00,0004176.131,12.8,N1,0,060,291,00006301,00000000,00000000,9
458037,248,422,2018-08-09,09:00:00,0005352.160,13.6,N1,0,025,285,00007632,00000000,00000000,1
458038,248,423,2018-08-09,09:00:00,0005143.660,13.2,N1,0,060,291,00007410,00000000,00000000,2
458039,248,424,2018-08-09,09:00:00,0004245.700,15.1,N1,0,066,297,00005462,00000000,00000000,3
458040,248,425,2018-08-09,09:00:00,0006242.182,15.8,V1,0,065,270,00007262,00000000,00000000,4
458041,248,426,2018-08-09,09:00:00,0006073.600,15.5,N1,0,065,321,00006947,00000000,00000000,5
458042,248,427,2018-08-09,09:00:00,0009352.680,15.6,N1,0,066,270,00009443,00000000,00000000,6
458043,248,428,2018-08-09,09:00:00,0006112.800,15.1,N1,0,060,289,00008861,00000000,00000000,7
458044,248,429,2018-08-09,09:00:00,0006573.350,15.5,V1,0,066,293,00009334,00000000,00000000,8
458045,248,430,2018-08-09,09:02:20,0004159.213,12.8,V1,0,060,291,00006279,00000000,00000000,9
458046,248,423,2018-08-09,09:05:38,0005110.200,13.2,V1,0,060,291,00007371,00000000,00000000,2
458047,248,424,2018-08-09,09:05:44,0003940.800,15.1,V1,0,065,297,00005168,00000000,00000000,3
17590,365,771,2018-08-09,08:43:51,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17591,365,771,2018-08-09,08:44:52,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17592,365,771,2018-08-09,08:45:54,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17593,365,771,2018-08-09,08:46:55,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17594,365,771,2018-08-09,08:47:56,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
458048,248,422,2018-08-09,09:09:38,0005333.400,13.6,V1,0,025,285,00007610,00000000,00000000,1
458049,248,424,2018-08-09,09:09:39,0003879.500,15.0,V1,0,066,297,00005108,00000000,00000000,3
458050,248,424,2018-08-09,09:10:38,0003855.940,15.0,V1,0,065,297,00005085,00000000,00000000,3
458051,248,422,2018-08-09,09:11:35,0005309.600,13.6,V1,0,025,284,00007582,00000000,00000000,1
458052,248,424,2018-08-09,09:11:37,0003828.400,15.0,V1,0,066,297,00005058,00000000,00000000,3
458053,248,424,2018-08-09,09:12:35,0003804.000,15.0,V1,0,066,297,00005034,00000000,00000000,3
458054,248,425,2018-08-09,09:13:13,0006121.560,15.8,V1,0,065,271,00007156,00000000,00000000,4
17595,365,771,2018-08-09,08:49:59,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17596,365,772,2018-08-09,08:50:03,0064527.040,5.0,N1,0,065,360,00006080,00000000,0000.000,4
17597,365,769,2018-08-09,08:50:40,0000000.000,.0,N1,0,064,362,00000000,00000000,0000.000,1
17598,365,770,2018-08-09,08:50:45,0052493.679,3.0,N1,0,065,360,00004581,00000000,0000.000,2
17599,365,771,2018-08-09,08:51:00,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17600,365,771,2018-08-09,08:52:02,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17601,365,771,2018-08-09,08:53:03,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17602,365,771,2018-08-09,08:54:04,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17603,365,771,2018-08-09,08:55:06,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17604,365,771,2018-08-09,08:56:07,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17605,365,771,2018-08-09,08:57:08,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17606,365,771,2018-08-09,08:58:10,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17607,365,771,2018-08-09,08:59:11,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17608,365,771,2018-08-09,09:00:12,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17609,365,772,2018-08-09,09:00:13,0064527.040,5.0,N1,0,065,360,00006080,00000000,0000.000,4
17610,365,769,2018-08-09,09:00:31,0000000.000,.0,N1,0,064,362,00000000,00000000,0000.000,1
17611,365,770,2018-08-09,09:00:35,0052493.679,3.0,N1,0,065,360,00004581,00000000,0000.000,2
17612,365,771,2018-08-09,09:01:14,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17613,365,771,2018-08-09,09:02:15,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
17614,365,771,2018-08-09,09:03:16,0091199.780,2.0,N1,0,065,359,00007795,00000000,0000.000,3
24196,482,1026,2018-08-09,08:31:57,0021057.500,10.1,N1,0,060,302,00011127,00000000,0000.000,1
24197,482,1026,2018-08-09,09:01:23,0021057.500,10.1,N1,0,060,302,00011127,00000000,0000.000,1
33676,455,973,2018-08-09,08:55:58,0022276.180,16.5,V1,0,061,291,00015053,00000000,0000.000,4
33677,455,973,2018-08-09,08:56:57,0022272.860,16.5,V1,0,061,291,00015051,00000000,0000.000,4
33678,455,973,2018-08-09,08:57:56,0022274.520,16.5,V1,0,060,291,00015052,00000000,0000.000,4
33679,455,973,2018-08-09,08:58:55,0022274.520,16.5,V1,0,060,291,00015052,00000000,0000.000,4
33680,455,971,2018-08-09,09:00:12,0013593.740,16.6,N1,0,061,299,00012626,00000000,0000.000,1
33681,455,973,2018-08-09,09:01:51,0022254.600,16.5,N1,0,061,291,00015040,00000000,0000.000,4
33682,455,973,2018-08-09,09:01:51,0022254.600,16.5,V1,0,061,291,00015040,00000000,0000.000,4
33683,455,973,2018-08-09,09:02:50,0022206.080,16.5,V1,0,060,291,00015011,00000000,0000.000,4
33684,455,973,2018-08-09,09:03:49,0022160.720,16.5,V1,0,060,291,00014984,00000000,0000.000,4
33685,455,973,2018-08-09,09:04:48,0022112.125,16.5,V1,0,060,291,00014955,00000000,0000.000,4
33686,455,973,2018-08-09,09:05:47,0022095.375,16.5,V1,0,060,291,00014945,00000000,0000.000,4
33687,455,973,2018-08-09,09:06:46,0022060.120,16.5,V1,0,061,291,00014924,00000000,0000.000,4
33688,455,973,2018-08-09,09:07:45,0022011.400,16.5,V1,0,060,291,00014895,00000000,0000.000,4
33689,455,973,2018-08-09,09:08:43,0021962.680,16.5,V1,0,061,291,00014866,00000000,0000.000,4
33690,455,973,2018-08-09,09:09:42,0021912.200,16.5,V1,0,061,291,00014836,00000000,0000.000,4
1647,496,1117,2018-08-09,08:02:58,0010229.137,10.3,N1,0,061,309,00006609,00000000,0000.000,1
21491,481,1025,2018-08-09,08:07:28,0029190.905,10.3,V1,0,060,302,00014455,00000000,0000.000,1
21492,481,1025,2018-08-09,08:08:27,0029188.422,10.3,V1,0,060,302,00014454,00000000,0000.000,1
21493,481,1025,2018-08-09,08:10:25,0029126.347,10.3,V1,0,060,302,00014429,00000000,0000.000,1
21494,481,1025,2018-08-09,08:11:23,0029054.320,10.3,V1,0,060,302,00014400,00000000,0000.000,1
21495,481,1025,2018-08-09,08:12:22,0029009.626,10.3,V1,0,060,302,00014382,00000000,0000.000,1
21496,481,1025,2018-08-09,08:13:21,0028937.500,10.3,V1,0,060,302,00014353,00000000,0000.000,1
21497,481,1025,2018-08-09,08:14:20,0028902.500,10.3,V1,0,060,302,00014339,00000000,0000.000,1
21498,481,1025,2018-08-09,08:15:19,0028902.500,10.3,V1,0,060,302,00014339,00000000,0000.000,1
21499,481,1025,2018-08-09,08:16:18,0028900.000,10.3,V1,0,060,302,00014338,00000000,0000.000,1
25329,480,1022,2018-08-09,08:11:35,0020076.247,14.8,N1,0,062,299,00013769,00000000,0006.000,1
25330,480,1022,2018-08-09,08:21:24,0020074.514,14.6,N1,0,060,299,00013768,00000000,0006.000,1
25331,480,1022,2018-08-09,08:30:14,0020055.451,14.7,V1,0,060,299,00013757,00000000,0006.000,1
25332,480,1022,2018-08-09,08:32:12,0020045.053,14.7,N1,0,060,300,00013751,00000000,0006.000,1
21500,481,1025,2018-08-09,08:30:02,0028900.000,10.3,N1,0,060,302,00014338,00000000,0000.000,1
21501,481,1025,2018-08-09,08:31:59,0028875.000,10.3,V1,0,060,302,00014328,00000000,0000.000,1
21502,481,1025,2018-08-09,08:32:58,0028804.980,10.3,V1,0,060,302,00014300,00000000,0000.000,1
21503,481,1025,2018-08-09,08:33:57,0028795.048,10.3,V1,0,060,302,00014296,00000000,0000.000,1
21504,481,1025,2018-08-09,08:34:56,0028775.184,10.3,V1,0,060,302,00014288,00000000,0000.000,1
25333,480,1022,2018-08-09,08:32:12,0020045.053,14.7,V1,0,060,300,00013751,00000000,0006.000,1
25334,480,1022,2018-08-09,08:33:11,0020013.859,14.7,V1,0,060,299,00013733,00000000,0006.000,1
25335,480,1022,2018-08-09,08:34:09,0019994.796,14.7,V1,0,060,299,00013722,00000000,0006.000,1
25336,480,1022,2018-08-09,08:35:08,0019979.199,14.6,V1,0,062,299,00013713,00000000,0006.000,1
25337,480,1022,2018-08-09,08:36:07,0019953.184,14.8,V1,0,060,299,00013698,00000000,0006.000,1
21505,481,1025,2018-08-09,08:35:55,0028700.694,10.3,V1,0,060,302,00014258,00000000,0000.000,1
21506,481,1025,2018-08-09,08:36:54,0028631.000,10.3,V1,0,060,302,00014230,00000000,0000.000,1
21507,481,1025,2018-08-09,08:37:53,0028606.000,10.3,V1,0,060,302,00014220,00000000,0000.000,1
21508,481,1025,2018-08-09,08:38:52,0028606.000,10.3,V1,0,060,302,00014220,00000000,0000.000,1
21509,481,1025,2018-08-09,08:39:50,0028606.000,10.4,V1,0,060,302,00014220,00000000,0000.000,1
21510,481,1025,2018-08-09,08:42:47,0028558.500,10.4,V1,0,060,302,00014201,00000000,0000.000,1
21511,481,1025,2018-08-09,08:43:46,0028496.048,10.4,V1,0,060,302,00014176,00000000,0000.000,1
21512,481,1025,2018-08-09,08:44:45,0028468.735,10.4,V1,0,060,302,00014165,00000000,0000.000,1
21513,481,1025,2018-08-09,08:45:44,0028429.007,10.4,V1,0,060,302,00014149,00000000,0000.000,1
21514,481,1025,2018-08-09,08:46:42,0028357.000,10.4,V1,0,060,302,00014120,00000000,0000.000,1
25338,480,1022,2018-08-09,08:37:06,0019953.184,14.6,V1,0,060,299,00013698,00000000,0006.000,1
25339,480,1022,2018-08-09,08:38:05,0019953.184,14.6,V1,0,062,299,00013698,00000000,0006.000,1
25340,480,1022,2018-08-09,08:39:04,0019941.053,14.6,V1,0,060,299,00013691,00000000,0006.000,1
25341,480,1022,2018-08-09,08:40:03,0019902.927,14.7,V1,0,060,299,00013669,00000000,0006.000,1
25342,480,1022,2018-08-09,08:41:02,0019902.927,14.7,V1,0,062,299,00013669,00000000,0006.000,1
21515,481,1025,2018-08-09,08:47:41,0028317.000,10.4,V1,0,060,302,00014104,00000000,0000.000,1
21516,481,1025,2018-08-09,08:48:40,0028314.500,10.4,V1,0,060,302,00014103,00000000,0000.000,1
21517,481,1025,2018-08-09,08:49:39,0028314.500,10.4,V1,0,060,302,00014103,00000000,0000.000,1
21518,481,1025,2018-08-09,08:50:38,0028314.500,10.4,V1,0,060,302,00014103,00000000,0000.000,1
21519,481,1025,2018-08-09,08:58:29,0028244.500,10.4,V1,0,060,302,00014075,00000000,0000.000,1
25343,480,1022,2018-08-09,08:42:00,0019897.728,14.5,N1,0,060,299,00013666,00000000,0006.000,1
25344,480,1022,2018-08-09,08:42:00,0019897.728,14.5,V1,0,060,299,00013666,00000000,0006.000,1
25345,480,1022,2018-08-09,08:42:59,0019871.733,14.6,V1,0,062,299,00013651,00000000,0006.000,1
25346,480,1022,2018-08-09,08:43:58,0019871.733,14.6,V1,0,060,299,00013651,00000000,0006.000,1
25347,480,1022,2018-08-09,08:44:57,0019856.000,14.7,V1,0,060,299,00013642,00000000,0006.000,1
21520,481,1025,2018-08-09,08:59:28,0028169.500,10.4,V1,0,060,302,00014045,00000000,0000.000,1
21521,481,1025,2018-08-09,09:01:25,0028062.000,10.4,N1,0,060,302,00014002,00000000,0000.000,1
21522,481,1025,2018-08-09,09:01:25,0028062.000,10.4,V1,0,060,302,00014002,00000000,0000.000,1
21523,481,1025,2018-08-09,09:02:24,0027997.388,10.4,V1,0,060,302,00013976,00000000,0000.000,1
21524,481,1025,2018-08-09,09:03:23,0027994.905,10.4,V1,0,060,302,00013975,00000000,0000.000,1
21525,481,1025,2018-08-09,09:06:20,0027997.388,10.4,V1,0,060,302,00013976,00000000,0000.000,1
25348,480,1022,2018-08-09,08:45:56,0019815.750,14.6,V1,0,062,299,00013619,00000000,0006.000,1
25349,480,1022,2018-08-09,08:46:55,0019773.750,14.7,V1,0,060,299,00013595,00000000,0006.000,1
25350,480,1022,2018-08-09,08:47:54,0019772.000,14.6,V1,0,062,300,00013594,00000000,0006.000,1
25351,480,1022,2018-08-09,08:48:52,0019758.048,14.4,V1,0,062,299,00013586,00000000,0006.000,1
25352,480,1022,2018-08-09,08:49:51,0019719.922,14.6,V1,0,060,300,00013564,00000000,0006.000,1
25353,480,1022,2018-08-09,08:50:50,0019719.922,14.6,V1,0,060,299,00013564,00000000,0006.000,1
25354,480,1022,2018-08-09,08:51:49,0019681.796,14.6,V1,0,062,299,00013542,00000000,0006.000,1
25355,480,1022,2018-08-09,08:52:48,0019669.665,14.8,N1,0,060,299,00013535,00000000,0006.000,1
25356,480,1022,2018-08-09,08:52:48,0019669.665,14.8,V1,0,060,299,00013535,00000000,0006.000,1
25357,480,1022,2018-08-09,08:53:47,0019655.750,14.5,V1,0,060,299,00013527,00000000,0006.000,1
25358,480,1022,2018-08-09,08:54:46,0019629.500,14.6,V1,0,060,299,00013512,00000000,0006.000,1
25359,480,1022,2018-08-09,08:55:45,0019629.500,14.9,V1,0,062,299,00013512,00000000,0006.000,1
25360,480,1022,2018-08-09,08:56:43,0019629.500,14.5,V1,0,060,299,00013512,00000000,0006.000,1
25361,480,1022,2018-08-09,08:57:42,0019596.250,14.5,V1,0,062,299,00013493,00000000,0006.000,1
25362,480,1022,2018-08-09,08:58:41,0019577.000,14.5,V1,0,060,299,00013482,00000000,0006.000,1
25363,480,1022,2018-08-09,08:59:40,0019575.250,14.6,V1,0,060,300,00013481,00000000,0006.000,1
25364,480,1022,2018-08-09,09:00:39,0019575.250,14.7,V1,0,060,299,00013481,00000000,0006.000,1
25365,480,1022,2018-08-09,09:02:37,0019533.250,14.7,N1,0,060,299,00013457,00000000,0006.000,1
25366,480,1022,2018-08-09,09:02:37,0019533.250,14.7,V1,0,060,299,00013457,00000000,0006.000,1
25367,480,1022,2018-08-09,09:03:36,0019526.250,14.7,V1,0,060,299,00013453,00000000,0006.000,1
25368,480,1022,2018-08-09,09:04:34,0019526.250,14.6,V1,0,060,299,00013453,00000000,0006.000,1
25369,480,1022,2018-08-09,09:05:33,0019515.750,14.6,V1,0,062,299,00013447,00000000,0006.000,1
25370,480,1022,2018-08-09,09:06:32,0019486.000,14.7,V1,0,060,299,00013430,00000000,0006.000,1
109848,477,1011,2018-08-09,09:11:34,0007015.328,16.2,V1,0,060,290,00008098,00000000,0000.000,2
109849,477,1011,2018-08-09,09:12:33,0007014.162,16.2,V1,0,060,290,00008097,00000000,0000.000,2
109850,477,1011,2018-08-09,09:13:32,0007009.498,16.2,V1,0,060,290,00008093,00000000,0000.000,2
109851,477,1011,2018-08-09,09:14:31,0007008.332,16.3,V1,0,060,290,00008092,00000000,0000.000,2
109852,477,1010,2018-08-09,09:18:25,0009274.250,13.9,V1,0,066,268,00009965,00000000,0000.000,1
109853,477,1010,2018-08-09,09:19:24,0009273.000,13.9,V1,0,066,268,00009964,00000000,0000.000,1
109854,477,1010,2018-08-09,09:20:23,0009273.000,14.0,V1,0,066,268,00009964,00000000,0000.000,1
109855,477,1013,2018-08-09,09:25:24,0003902.650,14.2,V1,0,066,239,00005323,00000000,0000.000,4
61792,159,187,2018-08-09,09:04:51,0013796.480,16.9,V1,0,060,286,00010213,00000000,0000.000,2
61793,159,187,2018-08-09,09:06:48,0013787.680,16.9,V1,0,060,286,00010208,00000000,0000.000,2
61794,159,179,2018-08-09,09:07:53,0013623.780,17.7,V1,0,060,272,00013741,00000000,0000.000,1
61795,159,187,2018-08-09,09:08:45,0013775.360,16.9,V1,0,060,286,00010201,00000000,0000.000,2
61796,159,179,2018-08-09,09:08:52,0013623.780,17.7,V1,0,060,272,00013741,00000000,0000.000,1
61797,159,187,2018-08-09,09:09:44,0013771.840,17.0,V1,0,060,286,00010199,00000000,0000.000,2
61798,159,179,2018-08-09,09:09:51,0013622.600,17.7,V1,0,060,272,00013740,00000000,0000.000,1
61799,159,187,2018-08-09,09:10:43,0013766.560,16.9,V1,0,060,286,00010196,00000000,0000.000,2
61800,159,187,2018-08-09,09:11:41,0013766.560,16.9,V1,0,060,286,00010196,00000000,0000.000,2
61801,159,187,2018-08-09,09:16:35,0013754.225,16.9,V1,0,060,286,00010189,00000000,0000.000,2
61802,159,187,2018-08-09,09:17:33,0013752.450,16.9,V1,0,060,286,00010188,00000000,0000.000,2
61803,159,187,2018-08-09,09:18:32,0013752.450,16.9,V1,0,060,286,00010188,00000000,0000.000,2
61804,159,189,2018-08-09,09:19:00,0003925.500,18.4,V1,0,061,293,00005445,00000000,0000.000,4
33691,455,973,2018-08-09,09:10:41,0021896.900,16.5,V1,0,060,291,00014827,00000000,0000.000,4
33692,455,973,2018-08-09,09:11:40,0021873.100,16.5,V1,0,060,291,00014813,00000000,0000.000,4
33693,455,973,2018-08-09,09:12:39,0021828.975,16.5,V1,0,061,291,00014787,00000000,0000.000,4
33694,455,973,2018-08-09,09:13:38,0021778.725,16.5,V1,0,060,291,00014757,00000000,0000.000,4
33695,455,973,2018-08-09,09:14:37,0021729.600,16.5,V1,0,061,291,00014728,00000000,0000.000,4
33696,455,973,2018-08-09,09:15:36,0021678.640,16.5,V1,0,060,291,00014698,00000000,0000.000,4
33697,455,973,2018-08-09,09:16:34,0021653.440,16.5,V1,0,060,291,00014683,00000000,0000.000,4
33698,455,973,2018-08-09,09:17:33,0021650.080,16.5,V1,0,061,291,00014681,00000000,0000.000,4
33699,455,973,2018-08-09,09:18:32,0021648.400,16.5,V1,0,060,291,00014680,00000000,0000.000,4
33700,455,973,2018-08-09,09:19:31,0021648.400,16.5,V1,0,060,291,00014680,00000000,0000.000,4
33701,455,973,2018-08-09,09:24:25,0021601.360,16.5,V1,0,060,291,00014652,00000000,0000.000,4
3077,439,1095,2018-08-09,08:35:35,0032673.732,9.6,V1,0,060,307,00019694,00000000,0000.000,1
3078,439,1095,2018-08-09,08:36:34,0032670.366,9.6,V1,0,060,307,00019692,00000000,0000.000,1
3079,439,1095,2018-08-09,09:41:18,0032653.516,9.3,N1,0,060,308,00019682,00000000,0000.000,1
3080,439,1095,2018-08-09,09:42:17,0032618.173,9.3,V1,0,060,307,00019661,00000000,0000.000,1
109856,477,1013,2018-08-09,09:26:23,0003903.700,14.2,V1,0,066,239,00005324,00000000,0000.000,4
109857,477,1013,2018-08-09,09:27:23,0003903.700,14.2,V1,0,066,239,00005324,00000000,0000.000,4
109858,477,1013,2018-08-09,09:29:21,0003903.700,14.2,V1,0,066,239,00005324,00000000,0000.000,4
109859,477,1011,2018-08-09,09:30:13,0006995.200,16.3,V1,0,060,290,00008081,00000000,0000.000,2
109860,477,1011,2018-08-09,09:31:12,0006995.200,16.3,V1,0,060,290,00008081,00000000,0000.000,2
109861,477,1011,2018-08-09,09:32:11,0006983.200,16.2,V1,0,060,290,00008071,00000000,0000.000,2
109862,477,1011,2018-08-09,09:34:09,0006978.400,16.3,V1,0,060,290,00008067,00000000,0000.000,2
109863,477,1013,2018-08-09,09:34:16,0003891.100,14.2,V1,0,066,239,00005312,00000000,0000.000,4
109864,477,1011,2018-08-09,09:35:07,0006978.400,16.3,V1,0,060,290,00008067,00000000,0000.000,2
109865,477,1013,2018-08-09,09:35:15,0003892.150,14.2,V1,0,066,239,00005313,00000000,0000.000,4
109866,477,1011,2018-08-09,09:36:06,0006978.400,16.2,V1,0,060,290,00008067,00000000,0000.000,2
109867,477,1013,2018-08-09,09:36:14,0003891.100,14.2,V1,0,066,239,00005312,00000000,0000.000,4
